SK_ID_CURR,TARGET
106286,0.12
106293,0.03
106295,0.07
106296,0.04
106297,0.07
106298,0.045
106311,0.03
106314,0.2
106320,0.07
106334,0.07
106346,0.13
106347,0.01
106349,0.05
106354,0.09
106360,0.05
106373,0.19
106377,0.105
106386,0.13
106387,0.09
106391,0.04
106401,0.17
106411,0.08
106413,0.2
106426,0.12
106427,0.07
106428,0.06
106434,0.065
106438,0.1
106440,0.07
106441,0.04
106452,0.12
106453,0.09
106454,0.03
106457,0.11
106484,0.02
106488,0.15
106491,0.09
106514,0.18
106527,0.17
106528,0.16
106529,0.025
106534,0.05
106550,0.15
106577,0.08
106585,0.14
106590,0.05
106607,0.025
106610,0.08
106611,0.05
106612,0.07
106624,0.07
106631,0.02
106647,0.425
106660,0.16
106674,0.03
106687,0.08
106712,0.05
106713,0.06
106717,0.06
106720,0.2
106721,0.17
106724,0.04
106735,0.155
106739,0.14
106740,0.05
106754,0.06
106760,0.25
106761,0.04
106784,0.13
106787,0.13
106797,0.01
106798,0.03
106802,0.22
106803,0.13
106804,0.215
106805,0.01
106810,0.04
106812,0.14
106813,0.15
106817,0.11
106822,0.06
106823,0.04
106827,0.04
106841,0.07
106851,0.37
106852,0.04
106853,0.31
106854,0.33
106861,0.09
106873,0.05
106877,0.03
106878,0.08
106881,0.05
106900,0.03
106906,0.07
106907,0.15
106914,0.15
106916,0.03
106924,0.1
106931,0.06
106936,0.18
106937,0.19
106938,0.05
106939,0.05
106943,0.14
106944,0.165
106967,0.05
106980,0.07
106986,0.16
106987,0.04
106990,0.05
107013,0.09
107023,0.08
107033,0.03
107037,0.16
107048,0.02
107071,0.07
107081,0.03
107113,0.19
107130,0.11
107131,0.02
107145,0.13
107156,0.15
107219,0.16
107222,0.13
107223,0.37
107232,0.14
107245,0.08
107246,0.0
107247,0.09
107256,0.03
107259,0.05
107260,0.0
107279,0.2
107280,0.04
107281,0.06
107285,0.05
107329,0.015
107337,0.15
107349,0.11
107350,0.06
107351,0.06
107359,0.12
107391,0.14
107394,0.14
107395,0.03
107406,0.1
107416,0.11
107417,0.01
107418,0.04
107419,0.02
107444,0.03
107445,0.04
107446,0.05
107460,0.1
107470,0.05
107475,0.06
107520,0.02
107526,0.14
107527,0.04
107530,0.09
107532,0.11
107534,0.14
107535,0.11
107554,0.21
107556,0.06
107559,0.08
107561,0.03
107564,0.22
107566,0.07
107571,0.06
107590,0.12
107602,0.15
107625,0.04
107626,0.35
107635,0.0
107636,0.07
107645,0.07
107652,0.21
107655,0.05
107668,0.02
107670,0.04
107677,0.03
107680,0.22
107683,0.31
107684,0.04
107691,0.01
107692,0.09
107703,0.06
107709,0.0
107710,0.17
107721,0.18
107725,0.05
107727,0.15
107739,0.03
107740,0.07
107741,0.13
107747,0.02
107765,0.28
107768,0.01
107775,0.18
107782,0.235
107790,0.06
107801,0.06
107807,0.08
107811,0.055
107817,0.05
107826,0.07
107838,0.16
107839,0.04
107843,0.1
107847,0.12
107849,0.04
107850,0.09
107867,0.16
107871,0.06
107908,0.05
107913,0.05
107927,0.03
107931,0.02
107955,0.04
107962,0.07
107977,0.04
107978,0.14
107993,0.02
108010,0.1
108016,0.05
108018,0.445
108027,0.14
108045,0.25
108069,0.155
108082,0.02
108089,0.09
108092,0.05
108106,0.01
108112,0.09
108120,0.24
108122,0.23
108135,0.1
108170,0.01
108171,0.03
108177,0.03
108180,0.06
108183,0.14
108184,0.09
108185,0.04
108192,0.07
108195,0.15
108196,0.06
108218,0.03
108219,0.22
108243,0.08
108249,0.0
108251,0.06
108274,0.06
108280,0.25
108289,0.06
108292,0.08
108295,0.07
108327,0.115
108332,0.04
108346,0.04
108349,0.1
108353,0.14
108362,0.04
108363,0.08
108377,0.4
108378,0.12
108381,0.06
108383,0.105
108390,0.06
108407,0.03
108408,0.15
108411,0.1
108412,0.05
108419,0.06
108436,0.23
108437,0.16
108438,0.05
108441,0.07
108448,0.05
108449,0.03
108466,0.05
108467,0.18
108473,0.12
108474,0.06
108476,0.11
108479,0.06
108486,0.0
108493,0.01
108501,0.02
108506,0.21
108510,0.09
108511,0.12
108514,0.06
108517,0.03
108519,0.08
108522,0.01
108548,0.18
108554,0.12
108555,0.12
108559,0.03
108562,0.05
108571,0.05
108572,0.03
108579,0.01
108583,0.0
108584,0.04
108592,0.07
108602,0.08
108609,0.01
108613,0.12
108616,0.04
108618,0.085
108620,0.03
108643,0.03
108649,0.01
108654,0.07
108655,0.02
108656,0.04
108667,0.05
108668,0.09
108682,0.05
108690,0.13
108691,0.12
108692,0.15
108695,0.11
108699,0.04
108710,0.185
108718,0.14
108739,0.32
108740,0.04
108741,0.07
108742,0.14
108763,0.11
108767,0.17
108769,0.11
108779,0.21
108788,0.09
108801,0.01
108802,0.03
108810,0.07
108811,0.02
108813,0.03
108814,0.105
108825,0.01
108826,0.15
108830,0.11
108834,0.02
108852,0.15
108887,0.14
108901,0.14
108908,0.11
108910,0.08
108920,0.1
108922,0.06
108929,0.125
108930,0.13
108937,0.18
108938,0.05
108943,0.13
108948,0.05
108953,0.08
108956,0.12
108965,0.13
108985,0.21
108986,0.08
108987,0.01
108990,0.03
108991,0.1
108993,0.19
109000,0.13
109001,0.09
109012,0.24
109014,0.09
109015,0.07
109021,0.05
109037,0.07
109042,0.09
109044,0.07
109046,0.33
109064,0.05
109084,0.03
109086,0.03
109092,0.02
109093,0.11
109100,0.09
109101,0.05
109110,0.1
109114,0.07
109126,0.21
109152,0.08
109162,0.07
109167,0.04
109168,0.16
109169,0.03
109179,0.145
109184,0.14
109191,0.13
109192,0.05
109193,0.09
109196,0.12
109206,0.07
109210,0.04
109244,0.135
109249,0.11
109273,0.1
109276,0.23
109281,0.06
109287,0.08
109297,0.18
109298,0.0
109306,0.025
109309,0.08
109321,0.19
109328,0.22
109336,0.09
109342,0.06
109346,0.06
109347,0.06
109348,0.13
109362,0.04
109363,0.05
109367,0.05
109370,0.02
109393,0.1
109405,0.03
109413,0.03
109414,0.34
109421,0.02
109427,0.07
109428,0.03
109429,0.125
109437,0.025
109443,0.01
109461,0.06
109468,0.11
109469,0.055
109471,0.16
109479,0.05
109484,0.02
109501,0.13
109505,0.09
109535,0.08
109539,0.04
109544,0.11
109545,0.02
109551,0.17
109553,0.115
109555,0.01
109561,0.08
109580,0.01
109583,0.24
109593,0.18
109604,0.1
109620,0.07
109635,0.04
109637,0.31
109638,0.12
109642,0.08
109649,0.105
109652,0.11
109656,0.04
109663,0.08
109696,0.29
109700,0.13
109709,0.18
109735,0.07
109740,0.06
109741,0.12
109749,0.12
109764,0.03
109771,0.16
109772,0.025
109773,0.29
109798,0.12
109802,0.1
109804,0.07
109813,0.09
109818,0.05
109848,0.08
109850,0.02
109851,0.07
109855,0.03
109871,0.37
109877,0.08
109883,0.0
109886,0.01
109905,0.08
109936,0.29
109950,0.08
109958,0.09
109959,0.07
109969,0.05
109971,0.07
109984,0.02
109985,0.3
109988,0.08
109992,0.07
110005,0.095
110009,0.05
110011,0.23
110014,0.13
110026,0.03
110042,0.095
110058,0.04
110069,0.09
110080,0.0
110087,0.04
110091,0.04
110094,0.01
110098,0.13
110105,0.1
110117,0.115
110136,0.06
110138,0.24
110149,0.08
110164,0.14
110202,0.17
110212,0.02
110226,0.05
110236,0.085
110249,0.0
110257,0.065
110258,0.02
110277,0.03
110282,0.13
110284,0.01
110286,0.09
110289,0.03
110304,0.02
110319,0.03
110324,0.09
110326,0.08
110335,0.09
110337,0.08
110338,0.09
110343,0.01
110345,0.03
110347,0.1
110355,0.07
110359,0.08
110360,0.13
110364,0.07
110371,0.17
110372,0.07
110376,0.105
110379,0.15
110380,0.05
110393,0.12
110401,0.21
110406,0.04
110411,0.05
110416,0.04
110420,0.0
110443,0.06
110465,0.04
110468,0.03
110469,0.07
110471,0.19
110487,0.23
110491,0.07
110504,0.06
110547,0.01
110550,0.03
110559,0.28
110578,0.16
110582,0.08
110590,0.09
110598,0.27
110601,0.24
110602,0.01
110604,0.08
110625,0.26
110626,0.17
110636,0.09
110637,0.11
110638,0.11
110646,0.05
110648,0.08
110652,0.05
110681,0.115
110682,0.07
110687,0.16
110691,0.04
110694,0.06
110695,0.04
110696,0.06
110708,0.03
110710,0.1
110717,0.17
110730,0.07
110740,0.06
110742,0.06
110747,0.03
110761,0.03
110766,0.04
110769,0.02
110774,0.08
110803,0.05
110805,0.05
110809,0.18
110827,0.09
110832,0.1
110839,0.05
110859,0.11
110861,0.05
110863,0.19
110865,0.18
110881,0.15
110889,0.03
110891,0.01
110894,0.04
110895,0.07
110907,0.21
110914,0.08
110933,0.0
110934,0.01
110937,0.0
110953,0.0
110954,0.06
110958,0.25
110970,0.1
110974,0.08
110977,0.16
110989,0.02
110993,0.3
110994,0.18
111018,0.02
111019,0.06
111030,0.085
111032,0.08
111041,0.04
111045,0.06
111048,0.12
111052,0.03
111070,0.18
111084,0.1
111091,0.04
111104,0.04
111108,0.04
111112,0.095
111127,0.04
111142,0.105
111146,0.11
111165,0.04
111168,0.06
111169,0.21
111172,0.01
111173,0.01
111174,0.12
111175,0.2
111176,0.01
111177,0.045
111180,0.05
111182,0.05
111192,0.08
111194,0.13
111196,0.08
111197,0.07
111198,0.03
111205,0.085
111207,0.06
111222,0.06
111228,0.05
111233,0.05
111256,0.02
111258,0.04
111262,0.03
111263,0.12
111267,0.03
111269,0.12
111276,0.115
111277,0.25
111279,0.08
111290,0.02
111294,0.025
111295,0.13
111315,0.23
111318,0.09
111327,0.06
111328,0.145
111332,0.06
111338,0.02
111343,0.145
111344,0.055
111345,0.37
111347,0.04
111356,0.03
111359,0.08
111367,0.05
111368,0.04
111391,0.19
111408,0.02
111412,0.105
111419,0.13
111422,0.03
111423,0.22
111439,0.01
111452,0.34
111456,0.0
111467,0.08
111478,0.12
111482,0.11
111488,0.14
111503,0.21
111510,0.02
111512,0.07
111518,0.12
111532,0.11
111537,0.02
111541,0.11
111544,0.03
111550,0.04
111554,0.16
111560,0.27
111566,0.08
111567,0.16
111592,0.04
111618,0.13
111620,0.05
111627,0.05
111641,0.1
111646,0.21
111652,0.02
111657,0.02
111664,0.13
111665,0.06
111669,0.06
111673,0.04
111687,0.01
111688,0.05
111689,0.03
111694,0.05
111695,0.08
111698,0.08
111703,0.05
111709,0.02
111712,0.07
111715,0.115
111724,0.085
111730,0.03
111747,0.06
111760,0.06
111761,0.01
111763,0.08
111776,0.1
111777,0.0
111781,0.03
111793,0.07
111804,0.25
111810,0.225
111816,0.01
111818,0.02
111830,0.1
111832,0.05
111841,0.06
111842,0.13
111843,0.14
111846,0.06
111848,0.14
111856,0.06
111857,0.02
111877,0.02
111882,0.03
111883,0.14
111891,0.08
111893,0.01
111901,0.0
111912,0.06
111913,0.0
111955,0.04
111958,0.01
111960,0.05
111967,0.125
112000,0.14
112003,0.19
112015,0.11
112019,0.3
112020,0.06
112028,0.08
112029,0.11
112031,0.09
112039,0.04
112042,0.08
112049,0.06
112052,0.175
112054,0.04
112055,0.09
112063,0.155
112070,0.06
112071,0.16
112080,0.04
112083,0.07
112085,0.04
112089,0.13
112098,0.28
112100,0.02
112105,0.07
112124,0.03
112126,0.1
112127,0.05
112128,0.09
112148,0.08
112149,0.11
112165,0.16
112170,0.14
112171,0.05
112176,0.09
112186,0.07
112199,0.06
112203,0.115
112214,0.07
112215,0.08
112216,0.13
112224,0.03
112225,0.03
112231,0.25
112234,0.1
112235,0.0
112236,0.13
112254,0.12
112265,0.16
112271,0.07
112284,0.06
112287,0.17
112295,0.13
112303,0.18
112307,0.2
112310,0.05
112312,0.14
112313,0.02
112326,0.11
112333,0.06
112334,0.1
112339,0.04
112347,0.14
112350,0.16
112356,0.105
112357,0.08
112359,0.07
112360,0.21
112371,0.155
112385,0.06
112392,0.04
112401,0.23
112405,0.11
112414,0.22
112429,0.1
112448,0.0
112467,0.125
112468,0.055
112469,0.13
112491,0.12
112500,0.115
112510,0.21
112535,0.2
112537,0.045
112551,0.07
112552,0.09
112556,0.07
112577,0.17
112590,0.1
112593,0.02
112596,0.09
112601,0.07
112604,0.13
112622,0.03
112655,0.07
112663,0.01
112667,0.01
112670,0.0
112676,0.1
112677,0.06
112679,0.03
112683,0.045
112688,0.06
112692,0.12
112696,0.17
112702,0.06
112709,0.01
112720,0.04
112735,0.03
112738,0.14
112742,0.08
112748,0.095
112749,0.02
112766,0.12
112767,0.08
112769,0.07
112771,0.1
112775,0.11
112794,0.11
112795,0.01
112796,0.08
112815,0.02
112817,0.09
112821,0.14
112822,0.11
112829,0.12
112831,0.17
112835,0.04
112838,0.03
112842,0.04
112844,0.19
112845,0.0
112846,0.01
112847,0.03
112867,0.06
112868,0.01
112874,0.02
112879,0.06
112882,0.105
112886,0.05
112895,0.11
112896,0.14
112902,0.11
112904,0.02
112917,0.28
112932,0.22
112944,0.03
112946,0.05
112947,0.04
112948,0.12
112966,0.12
112967,0.07
112971,0.05
112973,0.325
112974,0.065
112978,0.18
112988,0.02
112992,0.25
113003,0.06
113004,0.08
113007,0.27
113020,0.13
113025,0.165
113032,0.01
113042,0.175
113047,0.04
113066,0.04
113067,0.09
113071,0.065
113087,0.17
113108,0.01
113109,0.03
113123,0.04
113128,0.38
113134,0.03
113151,0.09
113175,0.33
113181,0.04
113188,0.23
113191,0.07
113193,0.29
113201,0.1
113209,0.06
113222,0.11
113248,0.0
113272,0.075
113276,0.07
113287,0.01
113302,0.095
113308,0.15
113316,0.1
113318,0.09
113320,0.05
113322,0.26
113325,0.14
113326,0.16
113332,0.11
113346,0.3
113352,0.05
113361,0.01
113362,0.05
113365,0.07
113366,0.01
113368,0.04
113382,0.06
113385,0.11
113390,0.17
113391,0.09
113393,0.14
113396,0.1
113397,0.14
113402,0.05
113403,0.01
113405,0.11
113406,0.12
113410,0.43
113413,0.05
113418,0.06
113419,0.19
113435,0.25
113438,0.19
113447,0.03
113458,0.14
113466,0.11
113475,0.05
113482,0.09
113490,0.12
113505,0.01
113508,0.08
113520,0.06
113532,0.07
113535,0.05
113549,0.14
113557,0.09
113558,0.03
113561,0.08
113566,0.01
113569,0.05
113574,0.03
113576,0.19
113577,0.02
113585,0.07
113587,0.23
113599,0.15
113601,0.15
113602,0.11
113605,0.105
113609,0.14
113611,0.06
113616,0.0
113627,0.48
113631,0.14
113643,0.06
113652,0.12
113657,0.04
113659,0.01
113672,0.08
113680,0.01
113692,0.05
113694,0.09
113695,0.11
113701,0.06
113733,0.02
113738,0.15
113740,0.09
113742,0.02
113777,0.04
113783,0.11
113788,0.19
113789,0.085
113791,0.15
113795,0.075
113799,0.16
113805,0.01
113820,0.05
113822,0.03
113824,0.04
113829,0.07
113832,0.01
113833,0.07
113841,0.05
113849,0.145
113862,0.15
113863,0.17
113864,0.06
113870,0.02
113875,0.06
113882,0.02
113887,0.13
113894,0.045
113909,0.08
113930,0.07
113936,0.09
113939,0.01
113942,0.085
113943,0.07
113945,0.07
113947,0.05
113950,0.03
113951,0.07
113957,0.07
113966,0.21
113967,0.07
113977,0.04
113984,0.18
113986,0.07
113992,0.03
113998,0.03
113999,0.31
114003,0.07
